Orthogroup	Duplications (all)	Duplications (50% support)
OG0007548	14	10
OG0007549	5	5
OG0007550	5	4
OG0007551	6	5
OG0007552	13	9
OG0007553	6	3
OG0007554	16	11
OG0007555	18	15
OG0007556	15	9
OG0007557	4	4
OG0007558	6	5
OG0007559	3	3
OG0007560	1	1
OG0007561	6	6
OG0007562	0	0
OG0007563	5	5
OG0007564	11	8
OG0007565	1	0
OG0007566	2	2
OG0007567	2	2
OG0007568	2	2
OG0007569	6	6
OG0007570	2	2
OG0007571	8	8
OG0007572	2	0
OG0007573	14	8
OG0007574	16	11
OG0007575	4	3
OG0007576	1	1
OG0007577	0	0
OG0007578	3	2
OG0007579	3	3
OG0007580	2	2
OG0007581	1	1
OG0007582	3	3
OG0007583	4	4
OG0007584	4	4
OG0007585	9	7
OG0007586	3	1
OG0007587	0	0
OG0007588	2	2
OG0007589	4	1
OG0007590	1	1
OG0007591	1	1
OG0007592	8	7
OG0007593	3	2
OG0007594	4	4
OG0007595	1	1
OG0007596	12	8
OG0007597	2	2
OG0007598	2	2
OG0007599	2	1
OG0007600	4	3
OG0007601	1	1
OG0007602	1	1
OG0007603	5	4
OG0007604	1	1
OG0007605	3	2
OG0007606	4	4
OG0007607	1	1
OG0007608	3	2
OG0007609	7	5
OG0007610	5	5
OG0007611	16	16
OG0007612	3	3
OG0007613	3	3
OG0007614	2	2
OG0007615	2	2
OG0007616	4	3
OG0007617	3	3
OG0007618	6	6
OG0007619	5	5
OG0007620	4	3
OG0007621	3	3
OG0007622	1	1
OG0007623	5	5
OG0007624	4	4
OG0007625	11	7
OG0007626	1	1
OG0007627	1	1
OG0007628	3	3
OG0007629	5	5
OG0007630	5	5
OG0007631	5	5
OG0007632	2	2
OG0007633	1	1
OG0007634	3	2
OG0007635	2	2
OG0007636	2	1
OG0007637	2	2
OG0007638	1	1
OG0007639	1	1
OG0007640	0	0
OG0007641	3	3
OG0007642	3	3
OG0007643	2	2
OG0007644	4	4
OG0007645	1	1
OG0007646	5	3
OG0007647	0	0
OG0007648	2	1
OG0007649	4	4
OG0007650	2	2
OG0007651	2	2
OG0007652	3	2
OG0007653	3	3
OG0007654	4	2
OG0007655	1	0
OG0007656	1	1
OG0007657	1	1
OG0007658	2	2
OG0007659	0	0
OG0007660	2	2
OG0007661	0	0
OG0007662	4	3
OG0007663	6	6
OG0007664	6	5
OG0007665	4	2
OG0007666	1	0
OG0007667	1	1
OG0007668	3	3
OG0007669	2	2
OG0007670	1	1
OG0007671	4	3
OG0007672	2	1
OG0007673	1	0
OG0007674	3	3
OG0007675	2	2
OG0007676	1	1
OG0007677	5	5
OG0007678	4	3
OG0007679	1	1
OG0007680	1	1
OG0007681	2	2
OG0007682	2	2
OG0007683	1	1
OG0007684	2	2
OG0007685	2	2
OG0007686	3	3
OG0007687	13	13
OG0007688	6	5
OG0007689	6	6
OG0007690	5	3
OG0007691	2	1
OG0007692	1	1
OG0007693	5	5
OG0007694	6	4
OG0007695	4	4
OG0007696	0	0
OG0007697	1	1
OG0007698	2	2
OG0007699	1	1
OG0007700	1	1
OG0007701	1	1
OG0007702	2	2
OG0007703	6	5
OG0007704	1	1
OG0007705	2	2
OG0007706	0	0
OG0007707	1	1
OG0007708	7	7
OG0007709	2	2
OG0007710	4	4
OG0007711	1	1
OG0007712	1	1
OG0007713	3	2
OG0007714	0	0
OG0007715	4	4
OG0007716	5	5
OG0007717	5	2
OG0007718	4	3
OG0007719	1	1
OG0007720	6	5
OG0007721	0	0
OG0007722	1	0
OG0007723	3	3
OG0007724	1	1
OG0007725	4	4
OG0007726	7	7
OG0007727	1	1
OG0007728	6	5
OG0007729	2	2
OG0007730	1	1
OG0007731	4	3
OG0007732	2	1
OG0007733	2	2
OG0007734	1	1
OG0007735	1	1
OG0007736	5	3
OG0007737	4	3
OG0007738	2	2
OG0007739	3	3
OG0007740	3	3
OG0007741	0	0
OG0007742	3	3
OG0007743	2	2
OG0007744	1	1
OG0007745	2	2
OG0007746	5	4
OG0007747	1	1
OG0007748	2	2
OG0007749	4	4
OG0007750	4	3
OG0007751	2	1
OG0007752	3	3
OG0007753	6	6
OG0007754	2	2
OG0007755	5	5
OG0007756	1	1
OG0007757	3	1
OG0007758	6	4
OG0007759	5	3
OG0007760	6	5
OG0007761	3	3
OG0007762	6	3
OG0007763	4	4
OG0007764	5	5
OG0007765	4	2
OG0007766	0	0
OG0007767	3	3
OG0007768	3	3
OG0007769	2	1
OG0007770	5	4
OG0007771	1	1
OG0007772	0	0
OG0007773	2	2
OG0007774	7	7
OG0007775	1	1
OG0007776	2	2
OG0007777	1	1
OG0007778	7	5
OG0007779	1	1
OG0007780	7	3
OG0007781	0	0
OG0007782	1	1
OG0007783	0	0
OG0007784	2	1
OG0007785	6	6
OG0007786	3	2
OG0007787	3	3
OG0007788	4	3
OG0007789	3	3
OG0007790	4	4
OG0007791	5	4
OG0007792	6	5
OG0007793	3	1
OG0007794	2	1
OG0007795	1	1
OG0007796	1	0
OG0007797	8	8
OG0007798	4	4
OG0007799	4	1
OG0007800	1	1
OG0007801	0	0
OG0007802	2	2
OG0007803	1	0
OG0007804	6	5
OG0007805	1	1
OG0007806	4	2
OG0007807	2	1
OG0007808	1	1
OG0007809	1	1
OG0007810	2	2
OG0007811	1	1
OG0007812	3	3
OG0007813	5	4
OG0007814	0	0
OG0007815	2	2
OG0007816	1	1
OG0007817	2	2
OG0007818	1	1
OG0007819	1	1
OG0007820	1	1
OG0007821	3	1
OG0007822	2	2
OG0007823	1	1
OG0007824	3	3
OG0007825	6	3
OG0007826	4	4
OG0007827	6	4
OG0007828	1	1
OG0007829	5	4
OG0007830	6	5
OG0007831	0	0
OG0007832	2	1
OG0007833	2	1
OG0007834	6	5
OG0007835	6	6
OG0007836	3	3
OG0007837	3	2
OG0007838	4	3
OG0007839	0	0
OG0007840	1	0
OG0007841	2	2
OG0007842	4	3
OG0007843	1	1
OG0007844	6	6
OG0007845	1	1
OG0007846	2	2
OG0007847	3	2
OG0007848	2	1
OG0007849	12	11
OG0007850	7	7
OG0007851	2	2
OG0007852	2	2
OG0007853	2	1
OG0007854	20	20
OG0007855	3	2
OG0007856	2	1
OG0007857	5	5
OG0007858	1	1
OG0007859	3	3
OG0007860	3	3
OG0007861	3	2
OG0007862	16	9
OG0007863	22	22
OG0007864	2	2
OG0007865	1	1
OG0007866	4	2
OG0007867	4	4
OG0007868	5	5
OG0007869	23	23
OG0007870	23	23
OG0007871	4	2
OG0007872	6	6
OG0007873	5	2
OG0007874	8	6
OG0007875	8	7
OG0007876	22	22
OG0007877	19	16
OG0007878	13	12
OG0007879	4	4
OG0007880	7	3
OG0007881	2	2
OG0007882	2	2
OG0007883	10	9
OG0007884	5	5
OG0007885	15	13
OG0007886	16	10
OG0007887	5	5
OG0007888	4	2
OG0007889	21	21
OG0007890	22	22
OG0007891	22	22
OG0007892	19	18
OG0007893	10	8
OG0007894	18	14
OG0007895	14	13
OG0007896	13	8
OG0007897	7	6
OG0007898	22	22
OG0007899	23	23
OG0007900	23	23
OG0007901	13	12
OG0007902	13	12
OG0007903	11	11
OG0007904	4	2
OG0007905	19	19
OG0007906	15	13
OG0007907	18	13
OG0007908	15	15
OG0007909	22	22
OG0007910	23	23
OG0007911	16	11
OG0007912	19	19
OG0007913	23	23
OG0007914	21	21
OG0007915	20	20
OG0007916	11	7
OG0007917	17	16
OG0007918	23	23
OG0007919	22	22
OG0007920	23	23
OG0007921	22	22
OG0007922	23	23
OG0007923	23	23
OG0007924	20	20
OG0007925	23	23
OG0007926	23	23
OG0007927	23	23
OG0007928	22	22
OG0007929	21	21
OG0007930	23	23
OG0007931	23	23
OG0007932	23	23
OG0007933	21	21
OG0007934	22	22
OG0007935	23	23
OG0007936	23	23
OG0007937	23	23
OG0007938	23	23
OG0007939	23	23
OG0007940	23	23
OG0007941	23	23
OG0007942	23	23
OG0007943	23	23
OG0007944	23	23
OG0007945	23	23
OG0007946	23	23
OG0007947	22	22
OG0007948	21	20
OG0007949	23	23
OG0007950	23	23
OG0007951	23	23
OG0007952	23	23
OG0007953	23	23
OG0007954	3	2
OG0007955	6	6
OG0007956	5	5
OG0007957	0	0
OG0007958	12	8
OG0007959	2	2
OG0007960	16	13
OG0007961	22	22
OG0007962	4	4
OG0007963	4	4
OG0007964	2	1
OG0007965	17	12
OG0007966	14	7
OG0007967	14	10
OG0007968	15	9
OG0007969	12	8
OG0007970	18	18
OG0007971	17	8
OG0007972	14	10
OG0007973	4	4
OG0007974	14	7
OG0007975	15	12
OG0007976	14	5
OG0007977	16	11
OG0007978	3	1
OG0007979	2	2
OG0007980	5	2
OG0007981	2	2
OG0007982	12	3
OG0007983	1	1
OG0007984	17	14
OG0007985	0	0
OG0007986	8	7
OG0007987	0	0
OG0007988	3	3
OG0007989	2	2
OG0007990	6	5
OG0007991	0	0
OG0007992	2	2
OG0007993	8	8
OG0007994	4	4
OG0007995	6	5
OG0007996	2	2
OG0007997	1	1
OG0007998	1	1
OG0007999	16	11
OG0008000	2	2
OG0008001	4	2
OG0008002	2	2
OG0008003	3	3
OG0008004	0	0
OG0008005	7	7
OG0008006	4	2
OG0008007	4	3
OG0008008	1	1
OG0008009	1	1
OG0008010	3	2
OG0008011	1	1
OG0008012	2	2
OG0008013	1	0
OG0008014	2	2
OG0008015	3	3
OG0008016	11	11
OG0008017	2	2
OG0008018	3	2
OG0008019	3	2
OG0008020	4	2
OG0008021	5	5
OG0008022	8	8
OG0008023	1	0
OG0008024	5	5
OG0008025	18	18
OG0008026	2	2
OG0008027	15	10
OG0008028	3	3
OG0008029	1	1
OG0008030	2	2
OG0008031	4	4
OG0008032	0	0
OG0008033	4	3
OG0008034	0	0
OG0008035	2	1
OG0008036	1	1
OG0008037	5	5
OG0008038	7	4
OG0008039	1	1
OG0008040	2	1
OG0008041	8	7
OG0008042	2	1
OG0008043	0	0
OG0008044	6	6
OG0008045	1	1
OG0008046	6	5
OG0008047	6	6
OG0008048	4	4
OG0008049	2	2
OG0008050	3	3
OG0008051	4	4
OG0008052	6	6
OG0008053	3	2
OG0008054	3	3
OG0008055	1	0
OG0008056	1	1
OG0008057	2	2
OG0008058	3	3
OG0008059	2	2
OG0008060	4	3
OG0008061	3	3
OG0008062	4	4
OG0008063	3	2
OG0008064	1	1
OG0008065	5	5
OG0008066	1	1
OG0008067	6	6
OG0008068	1	1
OG0008069	0	0
OG0008070	11	10
OG0008071	3	3
OG0008072	2	2
OG0008073	0	0
OG0008074	0	0
OG0008075	2	2
OG0008076	3	3
OG0008077	1	1
OG0008078	2	2
OG0008079	3	3
OG0008080	2	2
OG0008081	4	4
OG0008082	3	3
OG0008083	0	0
OG0008084	2	2
OG0008085	1	1
OG0008086	3	2
OG0008087	5	4
OG0008088	2	2
OG0008089	3	2
OG0008090	2	2
OG0008091	1	1
OG0008092	4	4
OG0008093	7	6
OG0008094	6	6
OG0008095	1	1
OG0008096	1	1
OG0008097	0	0
OG0008098	4	4
OG0008099	1	1
OG0008100	2	2
OG0008101	0	0
OG0008102	5	4
OG0008103	2	2
OG0008104	6	5
OG0008105	1	1
OG0008106	1	1
OG0008107	1	1
OG0008108	0	0
OG0008109	0	0
OG0008110	3	2
OG0008111	5	4
OG0008112	5	5
OG0008113	1	1
OG0008114	5	2
OG0008115	3	2
OG0008116	3	3
OG0008117	5	4
OG0008118	7	7
OG0008119	4	4
OG0008120	0	0
OG0008121	2	1
OG0008122	2	2
OG0008123	3	1
OG0008124	2	2
OG0008125	1	1
OG0008126	1	1
OG0008127	4	3
OG0008128	1	1
OG0008129	2	2
OG0008130	2	2
OG0008131	2	1
OG0008132	0	0
OG0008133	2	2
OG0008134	0	0
OG0008135	9	8
OG0008136	0	0
OG0008137	3	3
OG0008138	8	8
OG0008139	2	2
OG0008140	0	0
OG0008141	4	3
OG0008142	10	9
OG0008143	0	0
OG0008144	1	1
OG0008145	3	2
OG0008146	4	4
OG0008147	1	1
OG0008148	1	1
OG0008149	1	1
OG0008150	11	9
OG0008151	1	1
OG0008152	2	2
OG0008153	8	7
OG0008154	2	2
OG0008155	5	5
OG0008156	5	4
OG0008157	2	2
OG0008158	0	0
OG0008159	1	1
OG0008160	7	6
OG0008161	1	1
OG0008162	0	0
OG0008163	0	0
OG0008164	1	0
OG0008165	1	0
OG0008166	1	1
OG0008167	3	3
OG0008168	2	2
OG0008169	2	0
OG0008170	5	4
OG0008171	3	3
OG0008172	1	1
OG0008173	4	4
OG0008174	1	1
OG0008175	2	2
OG0008176	0	0
OG0008177	0	0
OG0008178	2	1
OG0008179	2	2
OG0008180	2	2
OG0008181	1	0
OG0008182	1	1
OG0008183	6	6
OG0008184	0	0
OG0008185	2	2
OG0008186	0	0
OG0008187	1	1
OG0008188	1	1
OG0008189	2	1
OG0008190	1	1
OG0008191	1	0
OG0008192	3	3
OG0008193	3	3
OG0008194	3	3
OG0008195	5	4
OG0008196	6	5
OG0008197	3	3
OG0008198	7	5
OG0008199	3	3
OG0008200	1	1
OG0008201	2	2
OG0008202	3	2
OG0008203	5	4
OG0008204	4	3
OG0008205	2	2
OG0008206	3	2
OG0008207	1	1
OG0008208	1	1
OG0008209	4	3
OG0008210	4	4
OG0008211	4	4
OG0008212	1	0
OG0008213	4	4
OG0008214	1	1
OG0008215	0	0
OG0008216	6	4
OG0008217	5	4
OG0008218	3	2
OG0008219	4	4
OG0008220	1	1
OG0008221	1	1
OG0008222	2	2
OG0008223	5	4
OG0008224	1	1
OG0008225	3	2
OG0008226	2	2
OG0008227	0	0
OG0008228	19	19
OG0008229	22	22
OG0008230	7	5
OG0008231	8	7
OG0008232	9	8
OG0008233	22	22
OG0008234	2	2
OG0008235	2	2
OG0008236	1	1
OG0008237	4	4
OG0008238	7	4
OG0008239	9	7
OG0008240	2	2
OG0008241	14	13
OG0008242	7	6
OG0008243	9	8
OG0008244	11	11
OG0008245	8	6
OG0008246	5	4
OG0008247	5	2
OG0008248	14	12
OG0008249	2	2
OG0008250	1	1
OG0008251	5	3
OG0008252	3	3
OG0008253	2	1
OG0008254	17	17
OG0008255	22	22
OG0008256	21	21
OG0008257	21	21
OG0008258	22	22
OG0008259	21	21
OG0008260	21	21
OG0008261	21	21
OG0008262	21	21
OG0008263	13	13
OG0008264	12	10
OG0008265	14	13
OG0008266	19	17
OG0008267	11	10
OG0008268	13	12
OG0008269	5	4
OG0008270	8	7
OG0008271	21	21
OG0008272	21	21
OG0008273	3	3
OG0008274	0	0
OG0008275	22	22
OG0008276	22	22
OG0008277	22	22
OG0008278	16	15
OG0008279	11	6
OG0008280	18	18
OG0008281	10	9
OG0008282	16	12
OG0008283	12	12
OG0008284	21	21
OG0008285	22	22
OG0008286	19	19
OG0008287	13	6
OG0008288	20	20
OG0008289	20	20
OG0008290	20	20
OG0008291	21	21
OG0008292	20	20
OG0008293	22	22
OG0008294	21	21
OG0008295	22	22
OG0008296	22	22
OG0008297	22	22
OG0008298	20	20
OG0008299	22	22
OG0008300	22	22
OG0008301	22	22
OG0008302	22	22
OG0008303	19	19
OG0008304	22	22
OG0008305	21	21
OG0008306	22	22
OG0008307	21	21
OG0008308	19	18
OG0008309	14	12
OG0008310	20	20
OG0008311	22	22
OG0008312	22	22
OG0008313	22	22
OG0008314	22	22
OG0008315	22	22
OG0008316	22	22
OG0008317	22	22
OG0008318	22	22
OG0008319	22	22
OG0008320	22	22
OG0008321	22	22
OG0008322	22	22
OG0008323	22	22
OG0008324	21	21
OG0008325	22	22
OG0008326	22	22
OG0008327	22	22
OG0008328	22	22
OG0008329	22	22
OG0008330	22	22
OG0008331	22	22
OG0008332	22	22
OG0008333	12	7
OG0008334	20	20
OG0008335	19	19
OG0008336	4	4
OG0008337	8	8
OG0008338	2	2
OG0008339	16	12
OG0008340	1	1
OG0008341	15	15
OG0008342	21	21
OG0008343	14	9
OG0008344	17	16
OG0008345	5	4
OG0008346	4	3
OG0008347	18	15
OG0008348	16	12
OG0008349	14	10
OG0008350	15	11
OG0008351	14	11
OG0008352	12	8
OG0008353	12	11
OG0008354	13	7
OG0008355	15	12
OG0008356	14	12
OG0008357	13	8
OG0008358	4	3
OG0008359	16	14
OG0008360	20	20
OG0008361	12	7
OG0008362	10	6
OG0008363	5	4
OG0008364	3	3
OG0008365	5	5
OG0008366	7	4
OG0008367	1	1
OG0008368	10	7
OG0008369	2	2
OG0008370	5	3
OG0008371	4	3
OG0008372	1	1
OG0008373	12	9
OG0008374	1	1
OG0008375	3	2
OG0008376	5	5
OG0008377	6	6
OG0008378	6	6
OG0008379	2	1
OG0008380	10	4
OG0008381	11	8
OG0008382	1	1
OG0008383	12	6
OG0008384	2	2
OG0008385	4	3
OG0008386	5	4
OG0008387	3	1
OG0008388	20	20
OG0008389	4	4
OG0008390	6	4
OG0008391	6	5
OG0008392	7	4
OG0008393	12	7
OG0008394	1	1
OG0008395	3	2
OG0008396	3	3
OG0008397	7	7
OG0008398	2	2
OG0008399	1	1
OG0008400	3	3
OG0008401	10	8
OG0008402	1	1
OG0008403	2	2
OG0008404	1	1
OG0008405	4	4
OG0008406	4	4
OG0008407	14	7
OG0008408	1	1
OG0008409	4	4
OG0008410	12	10
OG0008411	0	0
OG0008412	3	2
OG0008413	0	0
OG0008414	2	2
OG0008415	1	1
OG0008416	3	3
OG0008417	3	3
OG0008418	6	5
OG0008419	9	9
OG0008420	2	2
OG0008421	4	3
OG0008422	1	1
OG0008423	0	0
OG0008424	7	4
OG0008425	18	16
OG0008426	0	0
OG0008427	1	1
OG0008428	2	2
OG0008429	3	3
OG0008430	3	3
OG0008431	4	4
OG0008432	3	2
OG0008433	3	3
OG0008434	4	4
OG0008435	0	0
OG0008436	5	3
OG0008437	3	3
OG0008438	1	1
OG0008439	9	8
OG0008440	4	4
OG0008441	4	3
OG0008442	1	0
OG0008443	3	3
OG0008444	16	15
OG0008445	3	3
OG0008446	1	1
OG0008447	3	3
OG0008448	5	5
OG0008449	2	2
OG0008450	1	1
OG0008451	2	1
OG0008452	11	11
OG0008453	0	0
OG0008454	1	1
OG0008455	2	2
OG0008456	2	2
OG0008457	3	2
OG0008458	3	3
OG0008459	2	1
OG0008460	1	1
OG0008461	1	1
OG0008462	1	1
OG0008463	2	2
OG0008464	6	6
OG0008465	0	0
OG0008466	8	6
OG0008467	6	6
OG0008468	16	15
OG0008469	1	1
OG0008470	5	4
OG0008471	0	0
OG0008472	5	5
OG0008473	4	2
OG0008474	2	2
OG0008475	0	0
OG0008476	2	2
OG0008477	4	4
OG0008478	1	1
OG0008479	1	1
OG0008480	2	2
OG0008481	3	3
OG0008482	0	0
OG0008483	5	4
OG0008484	0	0
OG0008485	1	1
OG0008486	2	2
OG0008487	3	3
OG0008488	1	1
OG0008489	3	3
OG0008490	0	0
OG0008491	0	0
OG0008492	4	4
OG0008493	2	1
OG0008494	1	1
OG0008495	1	0
OG0008496	3	3
OG0008497	3	3
OG0008498	8	5
OG0008499	3	2
OG0008500	2	2
OG0008501	2	1
OG0008502	3	3
OG0008503	2	2
OG0008504	1	1
OG0008505	4	4
OG0008506	4	3
OG0008507	2	2
OG0008508	2	2
OG0008509	3	2
OG0008510	4	4
OG0008511	2	1
OG0008512	2	2
OG0008513	2	1
OG0008514	1	1
OG0008515	2	2
OG0008516	4	4
OG0008517	1	0
OG0008518	2	2
OG0008519	3	2
OG0008520	1	1
OG0008521	1	1
OG0008522	3	3
OG0008523	1	1
OG0008524	0	0
OG0008525	1	1
OG0008526	1	1
OG0008527	1	1
OG0008528	7	7
OG0008529	1	1
OG0008530	2	2
OG0008531	2	1
OG0008532	2	2
OG0008533	2	2
OG0008534	3	3
OG0008535	1	0
OG0008536	2	1
OG0008537	3	3
OG0008538	0	0
OG0008539	1	0
OG0008540	4	4
OG0008541	1	1
OG0008542	3	3
OG0008543	7	6
OG0008544	4	4
OG0008545	1	1
OG0008546	5	4
OG0008547	5	4
OG0008548	5	5
OG0008549	0	0
OG0008550	3	3
OG0008551	1	1
OG0008552	3	2
OG0008553	2	1
OG0008554	5	4
OG0008555	3	2
OG0008556	6	6
OG0008557	3	2
OG0008558	1	1
OG0008559	4	4
OG0008560	1	1
OG0008561	7	7
OG0008562	3	3
OG0008563	4	4
OG0008564	10	5
OG0008565	7	6
OG0008566	3	3
OG0008567	1	1
OG0008568	5	3
OG0008569	1	1
OG0008570	3	3
OG0008571	8	7
OG0008572	0	0
OG0008573	10	7
OG0008574	17	14
OG0008575	3	3
OG0008576	21	21
OG0008577	21	21
OG0008578	8	8
OG0008579	19	19
OG0008580	19	19
OG0008581	14	14
OG0008582	15	14
OG0008583	15	15
OG0008584	3	1
OG0008585	2	2
OG0008586	21	21
OG0008587	21	21
OG0008588	4	4
OG0008589	7	4
OG0008590	21	21
OG0008591	6	3
OG0008592	2	1
OG0008593	15	14
OG0008594	15	10
OG0008595	2	2
OG0008596	8	6
OG0008597	17	17
OG0008598	4	1
OG0008599	4	2
OG0008600	6	3
OG0008601	1	1
OG0008602	13	13
OG0008603	18	18
OG0008604	4	2
OG0008605	2	1
OG0008606	8	8
OG0008607	14	14
OG0008608	5	4
OG0008609	19	19
OG0008610	6	2
OG0008611	18	18
OG0008612	4	4
OG0008613	4	2
OG0008614	19	19
OG0008615	1	1
OG0008616	8	6
OG0008617	21	21
OG0008618	3	3
OG0008619	20	20
OG0008620	21	21
OG0008621	14	14
OG0008622	5	3
OG0008623	1	1
OG0008624	5	5
OG0008625	21	21
OG0008626	21	21
OG0008627	21	21
OG0008628	19	19
OG0008629	20	20
OG0008630	15	15
OG0008631	16	16
OG0008632	20	20
OG0008633	16	16
OG0008634	19	19
OG0008635	18	14
OG0008636	19	19
OG0008637	21	21
OG0008638	12	9
OG0008639	20	20
OG0008640	21	21
OG0008641	16	13
OG0008642	10	9
OG0008643	18	17
OG0008644	17	17
OG0008645	21	21
OG0008646	21	21
OG0008647	21	21
OG0008648	19	19
OG0008649	21	21
OG0008650	21	21
OG0008651	20	20
OG0008652	21	21
OG0008653	21	21
OG0008654	20	20
OG0008655	21	21
OG0008656	14	14
OG0008657	21	21
OG0008658	21	21
OG0008659	21	21
OG0008660	20	20
OG0008661	18	16
OG0008662	16	15
OG0008663	21	21
OG0008664	21	21
OG0008665	21	21
OG0008666	21	21
OG0008667	21	21
OG0008668	21	21
OG0008669	21	21
OG0008670	21	21
OG0008671	21	21
OG0008672	21	21
OG0008673	21	21
OG0008674	20	20
OG0008675	20	20
OG0008676	21	21
OG0008677	21	21
OG0008678	19	19
OG0008679	5	5
OG0008680	12	7
OG0008681	8	6
OG0008682	4	4
OG0008683	20	20
OG0008684	7	7
OG0008685	2	2
OG0008686	20	20
OG0008687	13	8
OG0008688	5	4
OG0008689	13	9
OG0008690	1	1
OG0008691	13	8
OG0008692	15	15
OG0008693	15	13
OG0008694	14	9
OG0008695	14	10
OG0008696	14	13
OG0008697	12	6
OG0008698	17	17
OG0008699	13	10
OG0008700	12	9
OG0008701	13	9
OG0008702	12	10
OG0008703	12	6
OG0008704	5	4
OG0008705	13	8
OG0008706	18	18
OG0008707	4	2
OG0008708	11	8
OG0008709	10	4
OG0008710	13	9
OG0008711	13	8
OG0008712	20	20
OG0008713	11	5
OG0008714	1	1
OG0008715	3	2
OG0008716	0	0
OG0008717	3	3
OG0008718	13	7
OG0008719	0	0
OG0008720	10	6
OG0008721	1	1
OG0008722	15	15
OG0008723	2	2
OG0008724	1	1
OG0008725	1	1
OG0008726	7	5
OG0008727	10	7
OG0008728	17	17
OG0008729	2	2
OG0008730	11	9
OG0008731	4	4
OG0008732	1	1
OG0008733	8	6
OG0008734	4	4
OG0008735	10	8
OG0008736	4	4
OG0008737	4	3
OG0008738	18	18
OG0008739	2	2
OG0008740	2	2
OG0008741	1	0
OG0008742	3	3
OG0008743	4	4
OG0008744	1	1
OG0008745	3	3
OG0008746	2	2
OG0008747	4	4
OG0008748	1	1
OG0008749	7	5
OG0008750	4	4
OG0008751	3	1
OG0008752	9	9
OG0008753	16	16
OG0008754	3	3
OG0008755	3	3
OG0008756	2	2
OG0008757	0	0
OG0008758	8	7
OG0008759	12	12
OG0008760	4	1
OG0008761	4	4
OG0008762	3	2
OG0008763	0	0
OG0008764	1	0
OG0008765	0	0
OG0008766	4	3
OG0008767	4	4
OG0008768	2	2
OG0008769	4	3
OG0008770	2	2
OG0008771	13	13
OG0008772	3	3
OG0008773	3	3
OG0008774	2	1
OG0008775	2	1
OG0008776	0	0
OG0008777	1	1
OG0008778	4	4
OG0008779	2	2
OG0008780	0	0
OG0008781	1	1
OG0008782	1	1
OG0008783	0	0
OG0008784	1	1
OG0008785	0	0
OG0008786	0	0
OG0008787	4	4
OG0008788	3	2
OG0008789	1	1
OG0008790	0	0
OG0008791	3	2
OG0008792	1	0
OG0008793	0	0
OG0008794	1	1
OG0008795	3	2
OG0008796	0	0
OG0008797	2	2
OG0008798	7	6
OG0008799	5	5
OG0008800	2	1
OG0008801	1	1
OG0008802	2	1
OG0008803	1	1
OG0008804	2	2
OG0008805	2	1
OG0008806	2	2
OG0008807	16	16
OG0008808	5	5
OG0008809	0	0
OG0008810	1	1
OG0008811	0	0
OG0008812	5	3
OG0008813	3	3
OG0008814	3	3
OG0008815	3	3
OG0008816	1	1
OG0008817	3	1
OG0008818	2	1
OG0008819	3	3
OG0008820	3	3
OG0008821	5	5
OG0008822	2	0
OG0008823	7	7
OG0008824	6	5
OG0008825	3	3
OG0008826	3	3
OG0008827	5	5
OG0008828	3	2
OG0008829	1	1
OG0008830	4	4
OG0008831	2	2
OG0008832	6	6
OG0008833	1	0
OG0008834	1	1
OG0008835	0	0
OG0008836	1	1
OG0008837	4	3
OG0008838	2	2
OG0008839	0	0
OG0008840	6	6
OG0008841	5	3
OG0008842	1	1
OG0008843	3	3
OG0008844	1	1
OG0008845	4	3
OG0008846	0	0
OG0008847	3	3
OG0008848	1	1
OG0008849	1	1
OG0008850	2	1
OG0008851	6	1
OG0008852	6	5
OG0008853	1	1
OG0008854	13	10
OG0008855	16	13
OG0008856	0	0
OG0008857	2	2
OG0008858	20	20
OG0008859	12	11
OG0008860	5	3
OG0008861	0	0
OG0008862	18	18
OG0008863	20	20
OG0008864	4	3
OG0008865	8	5
OG0008866	3	2
OG0008867	20	20
OG0008868	9	8
OG0008869	8	8
OG0008870	17	17
OG0008871	14	12
OG0008872	6	6
OG0008873	7	7
OG0008874	2	1
OG0008875	2	1
OG0008876	11	11
OG0008877	3	3
OG0008878	18	18
OG0008879	1	1
OG0008880	14	10
OG0008881	14	14
OG0008882	5	5
OG0008883	1	1
OG0008884	6	6
OG0008885	17	17
OG0008886	5	5
OG0008887	7	5
OG0008888	20	20
OG0008889	19	19
OG0008890	17	17
OG0008891	14	12
OG0008892	19	19
OG0008893	19	19
OG0008894	7	5
OG0008895	7	7
OG0008896	11	8
OG0008897	15	14
OG0008898	19	19
OG0008899	19	19
OG0008900	16	9
OG0008901	13	13
OG0008902	13	13
OG0008903	14	14
OG0008904	5	4
OG0008905	18	18
OG0008906	19	19
OG0008907	9	7
OG0008908	14	14
OG0008909	19	19
OG0008910	19	19
OG0008911	15	15
OG0008912	19	19
OG0008913	17	16
OG0008914	18	18
OG0008915	13	11
OG0008916	18	18
OG0008917	18	18
OG0008918	13	9
OG0008919	10	10
OG0008920	17	15
OG0008921	20	20
OG0008922	17	17
OG0008923	20	20
OG0008924	19	19
OG0008925	20	20
OG0008926	17	17
OG0008927	19	19
OG0008928	20	20
OG0008929	20	20
OG0008930	19	19
OG0008931	20	20
OG0008932	20	20
OG0008933	19	19
OG0008934	19	19
OG0008935	20	20
OG0008936	20	20
OG0008937	19	19
OG0008938	20	20
OG0008939	20	20
OG0008940	19	19
OG0008941	20	20
OG0008942	20	20
OG0008943	19	19
OG0008944	13	12
